100,1.4325854805413636,0.7408932916800658,1.4325854805413636,0.003994003998999962,0.003995011970119755,0.001998999999999973,0.003995011970119755
159,1.176525542942463,0.41219505564752984,1.176525542942463,0.006344847472324666,0.0063473833637535115,0.0031774718999999507,0.0063473833637535115
218,0.9661963407422354,0.22924532473654397,0.9661963407422354,0.008691527018342637,0.008696280378315713,0.004355247599999945,0.008696280378315713
277,0.7934373174533893,0.12745257526654385,0.7934373174533893,0.011034047556858773,0.011041705478378683,0.005532327100000067,0.011041705478378683
336,0.6515429601125751,0.07083485113627863,0.6515429601125751,0.013372414004769073,0.0133836611285153,0.006708710400000095,0.0133836611285153
395,0.5350035745743281,0.039354592754473734,0.5350035745743281,0.01570663127606209,0.015722149793298,0.007884397500000029,0.015722149793298
455,0.43782691003988494,0.02164031675727414,0.43782691003988494,0.018076161356906817,0.018096720774007702,0.009079297500000139,0.018096720774007702
514,0.3594861471603547,0.012014594168351782,0.3594861471603547,0.020402024888980796,0.020428224204121936,0.010253580400000017,0.020428224204121936
573,0.29515153159004415,0.00666813112887031,0.29515153159004415,0.022723754052068723,0.02275626808437292,0.011427167100000024,0.02275626808437292
632,0.2423210206640027,0.0036995467010021575,0.2423210206640027,0.025041353748476602,0.02508085487933287,0.012600057599999936,0.02508085487933287
691,0.19893916834513595,0.002051833305800751,0.19893916834513595,0.027354828877602877,0.02740198705357455,0.013772251899999977,0.02740198705357455
751,0.16277218072192434,0.001126267839941845,0.16277218072192434,0.029703290478032884,0.02975892004670455,0.014963599900000069,0.02975892004670455
810,0.13362121149878153,0.0006242096867644366,0.13362121149878153,0.032008461459327786,0.03207309192511931,0.016134389999999943,0.03207309192511931
869,0.10968664889586971,0.00034583422129483776,0.10968664889586971,0.034309522636954526,0.03438381661830614,0.017304483899999945,0.03438381661830614
928,0.09003580773022797,0.00019153753314475835,0.09003580773022797,0.03660647889862911,0.03669109659083791,0.018473881599999964,0.03669109659083791
987,0.07390262909872726,0.0001060444872985518,0.07390262909872726,0.03889933512915977,0.038994934307287066,0.01964258310000011,0.038994934307287066
1046,0.06065793659000057,5.869085106831726e-05,0.06065793659000057,0.041188096210445835,0.04129533223222637,0.020810588400000052,0.04129533223222637
1106,0.0496185754605034,3.214713063197049e-05,0.0496185754605034,0.0435114550330008,0.04363119475645161,0.021997676399999944,0.04363119475645161
1165,0.040722831746070116,1.777942086786522e-05,0.040722831746070116,0.04579197124790313,0.04592466229532299,0.023164277500000052,0.04592466229532299
1224,0.03342063894327228,9.829706847805954e-06,0.03342063894327228,0.048068407024382864,0.04821469747817464,0.024330182400000067,0.04821469747817464
1283,0.02742676724138789,5.432639671883304e-06,0.02742676724138789,0.05034076723265801,0.05050130276957976,0.025495391099999987,0.05050130276957976
1342,0.02250699840713805,3.001431482196023e-06,0.02250699840713805,0.05260905674003857,0.05278448063411034,0.026659903599999923,0.05278448063411034
1402,0.01840721068556069,1.6410490844806472e-06,0.01840721068556069,0.05491162207124123,0.055102843913263144,0.02784343960000002,0.055102843913263144
1461,0.015104168075288166,9.060045067428753e-07,0.015104168075288166,0.05717171597892501,0.05737911633056725,0.029006547900000013,0.05737911633056725
1520,0.012393349669177366,5.000181794855576e-07,0.012393349669177366,0.05942775385251842,0.05965196875648748,0.030168960000000022,0.05965196875648748
1579,0.01016865837205272,2.7585934356836655e-07,0.01016865837205272,0.06167974054764902,0.06192140365559651,0.03133067589999994,0.06192140365559651
1638,0.008342988873390344,1.52137363894809e-07,0.008342988873390344,0.06392768091703671,0.06418742349246687,0.03249169559999987,0.06418742349246687
1697,0.0068448308269399615,8.387454493539686e-08,0.0068448308269399615,0.06617157981049326,0.06645003073167133,0.03365201910000004,0.06645003073167133
1757,0.005596666759778325,4.575971351959351e-08,0.005596666759778325,0.06844937108165661,0.06874748993918334,0.03483129509999994,0.06874748993918334
1816,0.0045913065388784365,2.5209638797435157e-08,0.0045913065388784365,0.07068513326744197,0.07100322164092043,0.03599021439999994,0.07100322164092043
1875,0.003766397536382449,1.3883389138705537e-08,0.003766397536382449,0.07291686859130875,0.07325554818048186,0.037148437500000075,0.07325554818048186
1934,0.0030895771532463362,7.643103366813834e-09,0.0030895771532463362,0.07514458189138595,0.07550447202244026,0.0383059644,0.07550447202244026
1993,0.002534282042657476,4.206192528982173e-09,0.002534282042657476,0.07736827800289547,0.07774999563136831,0.03946279510000006,0.07774999563136831
2053,0.002071739018000845,2.29062138013927e-09,0.002071739018000845,0.079625548965359,0.08003009433631536,0.04063851910000005,0.08003009433631536
2112,0.001699247601135193,1.2596790118287748e-09,0.001699247601135193,0.08184115731118435,0.08226876734661748,0.04179394560000005,0.08226876734661748
2171,0.0013936742595394992,6.924861562503196e-10,0.0013936742595394992,0.0840527630384369,0.08450404755937957,0.042948675900000066,0.08450404755937957
2230,0.001143006970661071,3.805456227163089e-10,0.001143006970661071,0.08626037097065586,0.0867359374391744,0.04410270999999999,0.0867359374391744
2289,0.0009373881496606915,2.0904828657684593e-10,0.0009373881496606915,0.08846398592847282,0.08896443945057453,0.04525604789999993,0.08896443945057453
2348,0.000768728552409033,1.1479700390628714e-10,0.000768728552409033,0.09066361272961065,0.0911895560581526,0.046408689599999886,0.0911895560581526
2408,0.0006282738544435508,6.237955007521771e-11,0.0006282738544435508,0.09289643618340038,0.09344891708872283,0.04758015360000001,0.09344891708872283
2467,0.000515190893162771,3.423033001181105e-11,0.000515190893162771,0.09508803372145869,0.09566721300743408,0.04873139109999991,0.09566721300743408
2526,0.00042244514286593563,1.8776879909047738e-11,0.00042244514286593563,0.09727565762004176,0.09788213095781362,0.04988193239999994,0.09788213095781362
2585,0.0003463820760772482,1.0296249964062286e-11,0.0003463820760772482,0.0994593126851907,0.10009367340443398,0.0510317775000001,0.10009367340443398
2644,0.0002840033351595522,5.643880947754638e-12,0.0002840033351595522,0.10163900372003787,0.10230184281186816,0.05218092640000005,0.10230184281186816
2704,0.0002320664757769509,3.061188536634885e-12,0.0002320664757769509,0.10385157824137059,0.1045439820823808,0.05334883839999993,0.1045439820823808
2763,0.0001902593486650889,1.6767636370097657e-12,0.0001902593486650889,0.10602328863042487,0.10674535573978938,0.05449658310000005,0.10674535573978938
2822,0.0001559777040988861,9.181130559305293e-13,0.0001559777040988861,0.10819104946236358,0.108943363793502,0.055643631600000076,0.108943363793502
2881,0.00012786802396822818,5.025309762454776e-13,0.00012786802396822818,0.11035486552863771,0.1111380087080911,0.05678998390000001,0.1111380087080911
2940,0.00010482003243928356,2.7496136699339377e-13,0.00010482003243928356,0.11251474161779029,0.11332929294812943,0.057935639999999955,0.11332929294812943
3000,8.56339695586537e-05,1.4886055092692585e-13,8.56339695586537e-05,0.11470719000000007,0.11555427354273551,0.05910000000000004,0.11555427354273551
